X,Y,U,V,P
0.106250,0.793750,-0.084122,0.337655,-0.662559
0.118750,0.793750,-0.090235,0.339808,-0.637709
0.131250,0.793750,-0.094316,0.337919,-0.610702
0.143750,0.793750,-0.096411,0.332780,-0.582318
0.156250,0.793750,-0.096637,0.325087,-0.553218
0.168750,0.793750,-0.095163,0.315437,-0.523951
0.181250,0.793750,-0.092184,0.304334,-0.494957
0.193750,0.793750,-0.087908,0.292193,-0.466578
0.206250,0.793750,-0.082545,0.279352,-0.439073
0.218750,0.793750,-0.076296,0.266081,-0.412628
0.231250,0.793750,-0.069349,0.252593,-0.387367
0.243750,0.793750,-0.061878,0.239054,-0.363370
0.256250,0.793750,-0.054038,0.225590,-0.340673
0.268750,0.793750,-0.045969,0.212293,-0.319284
0.281250,0.793750,-0.037793,0.199230,-0.299185
0.293750,0.793750,-0.029616,0.186446,-0.280346
0.306250,0.793750,-0.021531,0.173971,-0.262711
0.318750,0.793750,-0.013619,0.161817,-0.246212
0.331250,0.793750,-0.005946,0.149991,-0.230802
0.343750,0.793750,0.001429,0.138488,-0.216408
0.356250,0.793750,0.008455,0.127297,-0.202929
0.368750,0.793750,0.015091,0.116401,-0.190313
0.381250,0.793750,0.021301,0.105781,-0.178461
0.393750,0.793750,0.027055,0.095415,-0.167286
0.406250,0.793750,0.032327,0.085277,-0.156707
0.418750,0.793750,0.037095,0.075338,-0.146643
0.431250,0.793750,0.041339,0.065571,-0.137013
0.443750,0.793750,0.045044,0.055946,-0.127735
0.456250,0.793750,0.048195,0.046431,-0.118727
0.468750,0.793750,0.050778,0.036996,-0.109904
0.481250,0.793750,0.052784,0.027607,-0.101185
0.493750,0.793750,0.054201,0.018233,-0.092490
0.506250,0.793750,0.055020,0.008840,-0.083738
0.518750,0.793750,0.055234,-0.000607,-0.074849
0.531250,0.793750,0.054835,-0.010140,-0.065749
0.543750,0.793750,0.053818,-0.019796,-0.056352
0.556250,0.793750,0.052178,-0.029609,-0.046578
0.568750,0.793750,0.049911,-0.039615,-0.036347
0.581250,0.793750,0.047015,-0.049852,-0.025579
0.593750,0.793750,0.043491,-0.060356,-0.014192
0.606250,0.793750,0.039341,-0.071163,-0.002105
0.618750,0.793750,0.034572,-0.082313,0.010764
0.631250,0.793750,0.029194,-0.093840,0.024492
0.643750,0.793750,0.023222,-0.105782,0.039157
0.656250,0.793750,0.016676,-0.118171,0.054832
0.668750,0.793750,0.009586,-0.131038,0.071594
0.681250,0.793750,0.001987,-0.144407,0.089541
0.693750,0.793750,-0.006071,-0.158300,0.108705
0.706250,0.793750,-0.014528,-0.172728,0.129172
0.718750,0.793750,-0.023308,-0.187692,0.150988
0.731250,0.793750,-0.032319,-0.203173,0.174160
0.743750,0.793750,-0.041448,-0.219137,0.198717
0.756250,0.793750,-0.050563,-0.235524,0.224651
0.768750,0.793750,-0.059506,-0.252240,0.251917
0.781250,0.793750,-0.068093,-0.269149,0.280439
0.793750,0.793750,-0.076117,-0.286066,0.310090
0.806250,0.793750,-0.083342,-0.302744,0.340684
0.818750,0.793750,-0.089512,-0.318861,0.371965
0.831250,0.793750,-0.094355,-0.334007,0.403593
0.843750,0.793750,-0.097589,-0.347671,0.435131
0.856250,0.793750,-0.098944,-0.359228,0.466035
0.868750,0.793750,-0.098175,-0.367934,0.495642
0.881250,0.793750,-0.095093,-0.372917,0.523167
0.893750,0.793750,-0.089597,-0.373192,0.547709
0.906250,0.793750,-0.081712,-0.367675,0.568264
0.918750,0.793750,-0.071628,-0.355226,0.583756
0.931250,0.793750,-0.059739,-0.334703,0.593085
0.943750,0.793750,-0.046665,-0.305046,0.595190
0.956250,0.793750,-0.033266,-0.265365,0.589126
0.968750,0.793750,-0.020618,-0.215050,0.574156
0.981250,0.793750,-0.009965,-0.153853,0.549824
0.993750,0.793750,-0.002651,-0.081956,0.515829
0.006250,0.806250,-0.002730,0.076922,-0.735894
0.018750,0.806250,-0.010128,0.144052,-0.763101
0.031250,0.806250,-0.020692,0.200728,-0.779823
0.043750,0.806250,-0.033047,0.246872,-0.786816
0.056250,0.806250,-0.045946,0.282890,-0.784784
0.068750,0.806250,-0.058343,0.309547,-0.774725
0.081250,0.806250,-0.069430,0.327847,-0.757838
0.093750,0.806250,-0.078651,0.338910,-0.735404
0.106250,0.806250,-0.085675,0.343878,-0.708694
0.118750,0.806250,-0.090364,0.343845,-0.678891
0.131250,0.806250,-0.092727,0.339808,-0.647048
0.143750,0.806250,-0.092885,0.332648,-0.614066
0.156250,0.806250,-0.091029,0.323118,-0.580692
0.168750,0.806250,-0.087392,0.311849,-0.547519
0.181250,0.806250,-0.082225,0.299358,-0.515008
0.193750,0.806250,-0.075782,0.286060,-0.483503
0.206250,0.806250,-0.068308,0.272285,-0.453248
0.218750,0.806250,-0.060031,0.258287,-0.424408
0.231250,0.806250,-0.051157,0.244262,-0.397081
0.243750,0.806250,-0.041871,0.230355,-0.371313
0.256250,0.806250,-0.032337,0.216672,-0.347114
0.268750,0.806250,-0.022695,0.203288,-0.324464
0.281250,0.806250,-0.013067,0.190250,-0.303302
0.293750,0.806250,-0.003557,0.177589,-0.283602
0.306250,0.806250,0.005746,0.165320,-0.265266
0.318750,0.806250,0.014768,0.153443,-0.248225
0.331250,0.806250,0.023447,0.141953,-0.232388
0.343750,0.806250,0.031731,0.130836,-0.217649
0.356250,0.806250,0.039578,0.120073,-0.203918
0.368750,0.806250,0.046953,0.109640,-0.191110
0.381250,0.806250,0.053825,0.099512,-0.179129
0.393750,0.806250,0.060169,0.089662,-0.167878
0.406250,0.806250,0.065966,0.080061,-0.157267
0.418750,0.806250,0.071197,0.070678,-0.147204
0.431250,0.806250,0.075848,0.061481,-0.137600
0.443750,0.806250,0.079905,0.052439,-0.128365
0.456250,0.806250,0.083357,0.043519,-0.119412
0.468750,0.806250,0.086194,0.034689,-0.110651
0.481250,0.806250,0.088407,0.025915,-0.101997
0.493750,0.806250,0.089986,0.017163,-0.093362
0.506250,0.806250,0.090924,0.008400,-0.084661
0.518750,0.806250,0.091213,-0.000410,-0.075808
0.531250,0.806250,0.090845,-0.009300,-0.066727
0.543750,0.806250,0.089813,-0.018307,-0.057328
0.556250,0.806250,0.088111,-0.027467,-0.047526
0.568750,0.806250,0.085734,-0.036816,-0.037236
0.581250,0.806250,0.082676,-0.046394,-0.026369
0.593750,0.806250,0.078935,-0.056240,-0.014838
0.606250,0.806250,0.074507,-0.066391,-0.002554
0.618750,0.806250,0.069396,-0.076890,0.010571
0.631250,0.806250,0.063604,-0.087777,0.024627
0.643750,0.806250,0.057141,-0.099092,0.039703
0.656250,0.806250,0.050018,-0.110875,0.055888
0.668750,0.806250,0.042255,-0.123164,0.073274
0.681250,0.806250,0.033882,-0.135994,0.091952
0.693750,0.806250,0.024934,-0.149396,0.111999
0.706250,0.806250,0.015463,-0.163396,0.133488
0.718750,0.806250,0.005532,-0.178008,0.156511
0.731250,0.806250,-0.004777,-0.193235,0.181130
0.743750,0.806250,-0.015360,-0.209066,0.207390
0.756250,0.806250,-0.026090,-0.225461,0.235324
0.768750,0.806250,-0.036813,-0.242353,0.264887
0.781250,0.806250,-0.047348,-0.259636,0.296062
0.793750,0.806250,-0.057478,-0.277155,0.328744
0.806250,0.806250,-0.066955,-0.294690,0.362785
0.818750,0.806250,-0.075500,-0.311946,0.397949
0.831250,0.806250,-0.082803,-0.328531,0.433914
0.843750,0.806250,-0.088536,-0.343943,0.470241
0.856250,0.806250,-0.092361,-0.357548,0.506361
0.868750,0.806250,-0.093958,-0.368567,0.541557
0.881250,0.806250,-0.093047,-0.376067,0.574952
0.893750,0.806250,-0.089432,-0.378954,0.605503
0.906250,0.806250,-0.083044,-0.375997,0.632014
0.918750,0.806250,-0.073995,-0.365858,0.653163
0.931250,0.806250,-0.062632,-0.347157,0.667555
0.943750,0.806250,-0.049578,-0.318565,0.673801
0.956250,0.806250,-0.035759,-0.278925,0.670626
0.968750,0.806250,-0.022387,-0.227385,0.656987
0.981250,0.806250,-0.010911,-0.163536,0.632201
0.993750,0.806250,-0.002920,-0.087502,0.595868
0.006250,0.818750,-0.003053,0.082405,-0.807844
0.018750,0.818750,-0.011265,0.153556,-0.838043
0.031250,0.818750,-0.022827,0.212707,-0.855530
0.043750,0.818750,-0.036077,0.259865,-0.861223
0.056250,0.818750,-0.049544,0.295642,-0.856141
0.068750,0.818750,-0.062036,0.321076,-0.841678
0.081250,0.818750,-0.072685,0.337463,-0.819453
0.093750,0.818750,-0.080938,0.346196,-0.791141
0.106250,0.818750,-0.086521,0.348647,-0.758350
0.118750,0.818750,-0.089378,0.346090,-0.722531
0.131250,0.818750,-0.089615,0.339654,-0.684932
0.143750,0.818750,-0.087446,0.330305,-0.646586
0.156250,0.818750,-0.083152,0.318847,-0.608313
0.168750,0.818750,-0.077038,0.305932,-0.570743
0.181250,0.818750,-0.069416,0.292077,-0.534341
0.193750,0.818750,-0.060588,0.277688,-0.499433
0.206250,0.818750,-0.050830,0.263072,-0.466234
0.218750,0.818750,-0.040394,0.248461,-0.434868
0.231250,0.818750,-0.029499,0.234025,-0.405398
0.243750,0.818750,-0.018340,0.219883,-0.377822
0.256250,0.818750,-0.007078,0.206115,-0.352107
0.268750,0.818750,0.004146,0.192777,-0.328230
0.281250,0.818750,0.015213,0.179895,-0.306079
0.293750,0.818750,0.026026,0.167481,-0.285578
0.306250,0.818750,0.036507,0.155534,-0.266599
0.318750,0.818750,0.046591,0.144044,-0.249047
0.331250,0.818750,0.056224,0.132991,-0.232816
0.343750,0.818750,0.065363,0.122352,-0.217791
0.356250,0.818750,0.073975,0.112103,-0.203865
0.368750,0.818750,0.082032,0.102212,-0.190932
0.381250,0.818750,0.089510,0.092649,-0.178884
0.393750,0.818750,0.096392,0.083383,-0.167618
0.406250,0.818750,0.102662,0.074381,-0.157032
0.418750,0.818750,0.108309,0.065610,-0.147026
0.431250,0.818750,0.113323,0.057036,-0.137502
0.443750,0.818750,0.117694,0.048627,-0.128366
0.456250,0.818750,0.121414,0.040349,-0.119521
0.468750,0.818750,0.124477,0.032167,-0.110875
0.481250,0.818750,0.126874,0.024050,-0.102335
0.493750,0.818750,0.128599,0.015962,-0.093810
0.506250,0.818750,0.129645,0.007869,-0.085210
0.518750,0.818750,0.130004,-0.000263,-0.076445
0.531250,0.818750,0.129669,-0.008470,-0.067433
0.543750,0.818750,0.128631,-0.016786,-0.058084
0.556250,0.818750,0.126884,-0.025248,-0.048306
0.568750,0.818750,0.124419,-0.033895,-0.038009
0.581250,0.818750,0.121228,-0.042764,-0.027100
0.593750,0.818750,0.117304,-0.051897,-0.015483
0.606250,0.818750,0.112642,-0.061334,-0.003063
0.618750,0.818750,0.107237,-0.071118,0.010258
0.631250,0.818750,0.101086,-0.081293,0.024579
0.643750,0.818750,0.094190,-0.091902,0.040002
0.656250,0.818750,0.086554,-0.102992,0.056628
0.668750,0.818750,0.078188,-0.114606,0.074564
0.681250,0.818750,0.069108,-0.126788,0.093916
0.693750,0.818750,0.059342,-0.139580,0.114785
0.706250,0.818750,0.048925,-0.153019,0.137272
0.718750,0.818750,0.037910,-0.167137,0.161482
0.731250,0.818750,0.026363,-0.181955,0.187502
0.743750,0.818750,0.014374,-0.197483,0.215397
0.756250,0.818750,0.002053,-0.213709,0.245278
0.768750,0.818750,-0.010454,-0.230596,0.277133
0.781250,0.818750,-0.022969,-0.248073,0.311036
0.793750,0.818750,-0.035277,-0.266016,0.346862
0.806250,0.818750,-0.047126,-0.284247,0.384535
0.818750,0.818750,-0.058216,-0.302506,0.423854
0.831250,0.818750,-0.068208,-0.320436,0.464533
0.843750,0.818750,-0.076728,-0.337556,0.506150
0.856250,0.818750,-0.083373,-0.353243,0.548135
0.868750,0.818750,-0.087738,-0.366700,0.589730
0.881250,0.818750,-0.089438,-0.376943,0.629972
0.893750,0.818750,-0.088160,-0.382781,0.667673
0.906250,0.818750,-0.083711,-0.382828,0.701420
0.918750,0.818750,-0.076092,-0.375528,0.729595
0.931250,0.818750,-0.065567,-0.359220,0.750432
0.943750,0.818750,-0.052734,-0.332245,0.762112
0.956250,0.818750,-0.038571,-0.293097,0.762899
0.968750,0.818750,-0.024439,-0.240600,0.751316
0.981250,0.818750,-0.012028,-0.174106,0.726331
0.993750,0.818750,-0.003241,-0.093642,0.687373
0.006250,0.831250,-0.003446,0.088606,-0.891716
0.018750,0.831250,-0.012634,0.164137,-0.925309
0.031250,0.831250,-0.025347,0.225763,-0.943245
0.043750,0.831250,-0.039556,0.273640,-0.946722
0.056250,0.831250,-0.053519,0.308681,-0.937247
0.068750,0.831250,-0.065891,0.332301,-0.916796
0.081250,0.831250,-0.075759,0.346173,-0.887575
0.093750,0.831250,-0.082612,0.352028,-0.851783
0.106250,0.831250,-0.086268,0.351509,-0.811454
0.118750,0.831250,-0.086794,0.346087,-0.768353
0.131250,0.831250,-0.084424,0.337022,-0.723942
0.143750,0.831250,-0.079490,0.325357,-0.679381
0.156250,0.831250,-0.072371,0.311929,-0.635548
0.168750,0.831250,-0.063457,0.297395,-0.593085
0.181250,0.831250,-0.053120,0.282257,-0.552432
0.193750,0.831250,-0.041705,0.266892,-0.513874
0.206250,0.831250,-0.029517,0.251579,-0.477574
0.218750,0.831250,-0.016824,0.236511,-0.443590
0.231250,0.831250,-0.003853,0.221826,-0.411948
0.243750,0.831250,0.009202,0.207614,-0.382586
0.256250,0.831250,0.022178,0.193924,-0.355449
0.268750,0.831250,0.034946,0.180785,-0.330387
0.281250,0.831250,0.047400,0.168204,-0.307290
0.293750,0.831250,0.059455,0.156172,-0.286033
0.306250,0.831250,0.071044,0.144673,-0.266480
0.318750,0.831250,0.082114,0.133682,-0.248498
0.331250,0.831250,0.092623,0.123170,-0.231958
0.343750,0.831250,0.102538,0.113106,-0.216728
0.356250,0.831250,0.111835,0.103455,-0.202683
0.368750,0.831250,0.120496,0.094184,-0.189700
0.381250,0.831250,0.128506,0.085257,-0.177661
0.393750,0.831250,0.135854,0.076638,-0.166451
0.406250,0.831250,0.142533,0.068293,-0.155958
0.418750,0.831250,0.148535,0.060186,-0.146073
0.431250,0.831250,0.153857,0.052283,-0.136693
0.443750,0.831250,0.158493,0.044551,-0.127715
0.456250,0.831250,0.162439,0.036954,-0.119038
0.468750,0.831250,0.165691,0.029460,-0.110563
0.481250,0.831250,0.168244,0.022034,-0.102195
0.493750,0.831250,0.170094,0.014644,-0.093836
0.506250,0.831250,0.171233,0.007255,-0.085393
0.518750,0.831250,0.171656,-0.000166,-0.076770
0.531250,0.831250,0.171354,-0.007654,-0.067882
0.543750,0.831250,0.170320,-0.015245,-0.058639
0.556250,0.831250,0.168544,-0.022974,-0.048944
0.568750,0.831250,0.166016,-0.030878,-0.038701
0.581250,0.831250,0.162725,-0.038997,-0.027810
0.593750,0.831250,0.158661,-0.047370,-0.016172
0.606250,0.831250,0.153813,-0.056041,-0.003683
0.618750,0.831250,0.148172,-0.065052,0.009764
0.631250,0.831250,0.141727,-0.074450,0.024277
0.643750,0.831250,0.134473,-0.084281,0.039969
0.656250,0.831250,0.126403,-0.094595,0.056957
0.668750,0.831250,0.117519,-0.105442,0.075360
0.681250,0.831250,0.107825,-0.116871,0.095301
0.693750,0.831250,0.097334,-0.128935,0.116907
0.706250,0.831250,0.086069,-0.141681,0.140304
0.718750,0.831250,0.074063,-0.155157,0.165620
0.731250,0.831250,0.061369,-0.169402,0.192981
0.743750,0.831250,0.048055,-0.184447,0.222501
0.756250,0.831250,0.034217,-0.200307,0.254296
0.768750,0.831250,0.019980,-0.216980,0.288437
0.781250,0.831250,0.005502,-0.234430,0.325001
0.793750,0.831250,-0.009012,-0.252577,0.364016
0.806250,0.831250,-0.023306,-0.271293,0.405480
0.818750,0.831250,-0.037076,-0.290359,0.449188
0.831250,0.831250,-0.049961,-0.309472,0.494942
0.843750,0.831250,-0.061547,-0.328192,0.542357
0.856250,0.831250,-0.071369,-0.345926,0.590890
0.868750,0.831250,-0.078933,-0.361885,0.639774
0.881250,0.831250,-0.083741,-0.375056,0.687979
0.893750,0.831250,-0.085338,-0.384167,0.734178
0.906250,0.831250,-0.083374,-0.387683,0.776724
0.918750,0.831250,-0.077693,-0.383813,0.813655
0.931250,0.831250,-0.068430,-0.370576,0.842743
0.943750,0.831250,-0.056111,-0.345907,0.861598
0.956250,0.831250,-0.041740,-0.307848,0.867851
0.968750,0.831250,-0.026831,-0.254783,0.859391
0.981250,0.831250,-0.013362,-0.185712,0.834656
0.993750,0.831250,-0.003630,-0.100495,0.792769
0.006250,0.843750,-0.003931,0.095687,-0.990474
0.018750,0.843750,-0.014296,0.175995,-1.027870
0.031250,0.843750,-0.028331,0.240021,-1.045654
0.043750,0.843750,-0.043535,0.288173,-1.045513
0.056250,0.843750,-0.057843,0.321811,-1.029713
0.068750,0.843750,-0.069759,0.342866,-1.001096
0.081250,0.843750,-0.078362,0.353505,-0.962688
0.093750,0.843750,-0.083237,0.355868,-0.917381
0.106250,0.843750,-0.084353,0.351906,-0.867730
0.118750,0.843750,-0.081949,0.343297,-0.815862
0.131250,0.843750,-0.076419,0.331420,-0.763452
0.143750,0.843750,-0.068237,0.317375,-0.711762
0.156250,0.843750,-0.057894,0.302007,-0.661695
0.168750,0.843750,-0.045862,0.285954,-0.613863
0.181250,0.843750,-0.032573,0.269681,-0.568641
0.193750,0.843750,-0.018405,0.253523,-0.526239
0.206250,0.843750,-0.003686,0.237707,-0.486752
0.218750,0.843750,0.011310,0.222390,-0.450152
0.231250,0.843750,0.026354,0.207660,-0.416394
0.243750,0.843750,0.041262,0.193574,-0.385310
0.256250,0.843750,0.055890,0.180147,-0.356773
0.268750,0.843750,0.070123,0.167380,-0.330615
0.281250,0.843750,0.083872,0.155257,-0.306669
0.293750,0.843750,0.097067,0.143750,-0.284770
0.306250,0.843750,0.109657,0.132827,-0.264748
0.318750,0.843750,0.121604,0.122452,-0.246444
0.331250,0.843750,0.132878,0.112586,-0.229699
0.343750,0.843750,0.143461,0.103189,-0.214363
0.356250,0.843750,0.153339,0.094221,-0.200293
0.368750,0.843750,0.162505,0.085643,-0.187352
0.381250,0.843750,0.170952,0.077417,-0.175407
0.393750,0.843750,0.178678,0.069503,-0.164334
0.406250,0.843750,0.185683,0.061867,-0.154011
0.418750,0.843750,0.191967,0.054470,-0.144322
0.431250,0.843750,0.197529,0.047280,-0.135155
0.443750,0.843750,0.202371,0.040261,-0.126402
0.456250,0.843750,0.206492,0.033379,-0.117957
0.468750,0.843750,0.209890,0.026602,-0.109718
0.481250,0.843750,0.212565,0.019897,-0.101582
0.493750,0.843750,0.214512,0.013231,-0.093450
0.506250,0.843750,0.215727,0.006572,-0.085222
0.518750,0.843750,0.216205,-0.000114,-0.076802
0.531250,0.843750,0.215937,-0.006859,-0.068099
0.543750,0.843750,0.214914,-0.013697,-0.059023
0.556250,0.843750,0.213127,-0.020664,-0.049474
0.568750,0.843750,0.210563,-0.027796,-0.039350
0.581250,0.843750,0.207209,-0.035131,-0.028547
0.593750,0.843750,0.203052,-0.042708,-0.016959
0.606250,0.843750,0.198075,-0.050570,-0.004475
0.618750,0.843750,0.192264,-0.058760,0.009019
0.631250,0.843750,0.185603,-0.067325,0.023641
0.643750,0.843750,0.178075,-0.076313,0.039514
0.656250,0.843750,0.169669,-0.085777,0.056768
0.668750,0.843750,0.160372,-0.095770,0.075539
0.681250,0.843750,0.150178,-0.106349,0.095967
0.693750,0.843750,0.139083,-0.117570,0.118202
0.706250,0.843750,0.127095,-0.129494,0.142396
0.718750,0.843750,0.114230,-0.142180,0.168709
0.731250,0.843750,0.100517,-0.155684,0.197302
0.743750,0.843750,0.086005,-0.170057,0.228337
0.756250,0.843750,0.070764,-0.185343,0.261972
0.768750,0.843750,0.054896,-0.201570,0.298353
0.781250,0.843750,0.038536,-0.218741,0.337610
0.793750,0.843750,0.021866,-0.236828,0.379836
0.806250,0.843750,0.005117,-0.255754,0.425081
0.818750,0.843750,-0.011411,-0.275364,0.473330
0.831250,0.843750,-0.027345,-0.295420,0.524489
0.843750,0.843750,-0.042242,-0.315543,0.578177
0.856250,0.843750,-0.055587,-0.335199,0.633955
0.868750,0.843750,-0.066800,-0.353638,0.691080
0.881250,0.843750,-0.075261,-0.369848,0.748496
0.893750,0.843750,-0.080356,-0.382509,0.804765
0.906250,0.843750,-0.081542,-0.389955,0.858009
0.918750,0.843750,-0.078452,-0.390160,0.905878
0.931250,0.843750,-0.071023,-0.380782,0.945578
0.943750,0.843750,-0.059644,-0.359273,0.973979
0.956250,0.843750,-0.045295,-0.323091,0.987826
0.968750,0.843750,-0.029632,-0.270014,0.984084
0.981250,0.843750,-0.014969,-0.198530,0.960362
0.993750,0.843750,-0.004107,-0.108216,0.915262
0.006250,0.856250,-0.004537,0.103861,-1.108150
0.018750,0.856250,-0.016331,0.189370,-1.149706
0.031250,0.856250,-0.031871,0.255594,-1.166252
0.043750,0.856250,-0.048046,0.303364,-1.160321
0.056250,0.856250,-0.062419,0.334701,-1.135397
0.068750,0.856250,-0.073364,0.352252,-1.095605
0.081250,0.856250,-0.080024,0.358817,-1.045118
0.093750,0.856250,-0.082162,0.357023,-0.987725
0.106250,0.856250,-0.079978,0.349157,-0.926603
0.118750,0.856250,-0.073935,0.337093,-0.864259
0.131250,0.856250,-0.064629,0.322306,-0.802553
0.143750,0.856250,-0.052693,0.305912,-0.742797
0.156250,0.856250,-0.038733,0.288733,-0.685850
0.168750,0.856250,-0.023301,0.271356,-0.632242
0.181250,0.856250,-0.006873,0.254181,-0.582209
0.193750,0.856250,0.010147,0.237485,-0.535894
0.206250,0.856250,0.027421,0.221430,-0.493238
0.218750,0.856250,0.044685,0.206116,-0.454077
0.231250,0.856250,0.061729,0.191585,-0.418253
0.243750,0.856250,0.078393,0.177846,-0.385553
0.256250,0.856250,0.094553,0.164887,-0.355759
0.268750,0.856250,0.110116,0.152676,-0.328648
0.281250,0.856250,0.125015,0.141176,-0.304001
0.293750,0.856250,0.139202,0.130342,-0.281604
0.306250,0.856250,0.152643,0.120127,-0.261254
0.318750,0.856250,0.165318,0.110483,-0.242759
0.331250,0.856250,0.177215,0.101364,-0.225936
0.343750,0.856250,0.188327,0.092723,-0.210614
0.356250,0.856250,0.198655,0.084516,-0.196631
0.368750,0.856250,0.208202,0.076699,-0.183835
0.381250,0.856250,0.216971,0.069231,-0.172083
0.393750,0.856250,0.224970,0.062074,-0.161238
0.406250,0.856250,0.232204,0.055189,-0.151171
0.418750,0.856250,0.238680,0.048541,-0.141759
0.431250,0.856250,0.244405,0.042095,-0.132883
0.443750,0.856250,0.249384,0.035817,-0.124428
0.456250,0.856250,0.253619,0.029675,-0.116286
0.468750,0.856250,0.257114,0.023636,-0.108349
0.481250,0.856250,0.259869,0.017671,-0.100512
0.493750,0.856250,0.261883,0.011747,-0.092671
0.506250,0.856250,0.263152,0.005834,-0.084724
0.518750,0.856250,0.263673,-0.000100,-0.076570
0.531250,0.856250,0.263437,-0.006086,-0.068118
0.543750,0.856250,0.262435,-0.012156,-0.059276
0.556250,0.856250,0.260655,-0.018343,-0.049941
0.568750,0.856250,0.258086,-0.024682,-0.040007
0.581250,0.856250,0.254710,-0.031210,-0.029365
0.593750,0.856250,0.250510,-0.037964,-0.017904
0.606250,0.856250,0.245468,-0.044985,-0.005508
0.618750,0.856250,0.239562,-0.052316,0.007945
0.631250,0.856250,0.232771,-0.060004,0.022581
0.643750,0.856250,0.225071,-0.068097,0.038535
0.656250,0.856250,0.216440,-0.076648,0.055948
0.668750,0.856250,0.206855,-0.085712,0.074971
0.681250,0.856250,0.196296,-0.095350,0.095764
0.693750,0.856250,0.184747,-0.105625,0.118496
0.706250,0.856250,0.172194,-0.116604,0.143349
0.718750,0.856250,0.158636,-0.128356,0.170513
0.731250,0.856250,0.144077,-0.140952,0.200190
0.743750,0.856250,0.128541,-0.154463,0.232590
0.756250,0.856250,0.112071,-0.168955,0.267926
0.768750,0.856250,0.094734,-0.184488,0.306415
0.781250,0.856250,0.076635,-0.201107,0.348264
0.793750,0.856250,0.057921,-0.218829,0.393661
0.806250,0.856250,0.038796,-0.237638,0.442758
0.818750,0.856250,0.019530,-0.257455,0.495642
0.831250,0.856250,0.000475,-0.278119,0.552365
0.843750,0.856250,-0.017917,-0.299345,0.612707
0.856250,0.856250,-0.035088,-0.320680,0.676401
0.868750,0.856250,-0.050389,-0.341452,0.742744
0.881250,0.856250,-0.063081,-0.360700,0.810725
0.893750,0.856250,-0.072377,-0.377099,0.878863
0.906250,0.856250,-0.077508,-0.388893,0.945080
0.918750,0.856250,-0.077834,-0.393843,1.006623
0.931250,0.856250,-0.073010,-0.389222,1.060030
0.943750,0.856250,-0.063188,-0.371917,1.101215
0.956250,0.856250,-0.049238,-0.338644,1.125707
0.968750,0.856250,-0.032919,-0.286355,1.129096
0.981250,0.856250,-0.016924,-0.212775,1.107689
0.993750,0.856250,-0.004700,-0.117010,1.059176
0.006250,0.868750,-0.005304,0.113410,-1.250359
0.018750,0.868750,-0.018842,0.204549,-1.296247
0.031250,0.868750,-0.036065,0.272557,-1.309617
0.043750,0.868750,-0.053073,0.318976,-1.294505
0.056250,0.868750,-0.067019,0.346817,-1.256358
0.068750,0.868750,-0.076220,0.359707,-1.201225
0.081250,0.868750,-0.079999,0.361245,-1.134858
0.093750,0.868750,-0.078421,0.354618,-1.062175
0.106250,0.868750,-0.072011,0.342450,-0.987046
0.118750,0.868750,-0.061524,0.326775,-0.912326
0.131250,0.868750,-0.047789,0.309110,-0.839980
0.143750,0.868750,-0.031604,0.290538,-0.771261
0.156250,0.868750,-0.013684,0.271805,-0.706869
0.168750,0.868750,0.005358,0.253414,-0.647218
0.181250,0.868750,0.025012,0.235673,-0.592335
0.193750,0.868750,0.044873,0.218773,-0.542109
0.206250,0.868750,0.064629,0.202801,-0.496342
0.218750,0.868750,0.084042,0.187788,-0.454756
0.231250,0.868750,0.102934,0.173726,-0.417058
0.243750,0.868750,0.121175,0.160582,-0.382939
0.256250,0.868750,0.138673,0.148306,-0.352095
0.268750,0.868750,0.155365,0.136845,-0.324233
0.281250,0.868750,0.171211,0.126136,-0.299077
0.293750,0.868750,0.186188,0.116122,-0.276366
0.306250,0.868750,0.200285,0.106742,-0.255861
0.318750,0.868750,0.213500,0.097940,-0.237337
0.331250,0.868750,0.225840,0.089663,-0.220585
0.343750,0.868750,0.237314,0.081858,-0.205415
0.356250,0.868750,0.247934,0.074479,-0.191647
0.368750,0.868750,0.257714,0.067480,-0.179116
0.381250,0.868750,0.266670,0.060820,-0.167666
0.393750,0.868750,0.274817,0.054459,-0.157151
0.406250,0.868750,0.282168,0.048359,-0.147435
0.418750,0.868750,0.288736,0.042487,-0.138387
0.431250,0.868750,0.294534,0.036807,-0.129884
0.443750,0.868750,0.299570,0.031288,-0.121808
0.456250,0.868750,0.303852,0.025900,-0.114044
0.468750,0.868750,0.307386,0.020612,-0.106481
0.481250,0.868750,0.310175,0.015395,-0.099012
0.493750,0.868750,0.312220,0.010220,-0.091531
0.506250,0.868750,0.313520,0.005059,-0.083933
0.518750,0.868750,0.314069,-0.000118,-0.076114
0.531250,0.868750,0.313862,-0.005339,-0.067981
0.543750,0.868750,0.312889,-0.010635,-0.059444
0.556250,0.868750,0.311138,-0.016035,-0.050395
0.568750,0.868750,0.308594,-0.021573,-0.040727
0.581250,0.868750,0.305239,-0.027282,-0.030326
0.593750,0.868750,0.301054,-0.033198,-0.019076
0.606250,0.868750,0.296016,-0.039359,-0.006857
0.618750,0.868750,0.290098,-0.045807,0.006458
0.631250,0.868750,0.283274,-0.052586,0.021006
0.643750,0.868750,0.275514,-0.059744,0.036928
0.656250,0.868750,0.266785,-0.067332,0.054378
0.668750,0.868750,0.257055,-0.075408,0.073520
