04_40_40_1000_UDS_05
RE: 1000.000000
ITERACTIONS: 1280
VARIABLES = "X", "Y", "U", "V", "P"
0.812500,0.312500,-0.061301,-0.080899,0.000469
0.837500,0.312500,-0.049677,-0.077136,0.000454
0.862500,0.312500,-0.038527,-0.071328,0.000426
0.887500,0.312500,-0.028165,-0.063508,0.000386
0.912500,0.312500,-0.018922,-0.053768,0.000333
0.937500,0.312500,-0.011137,-0.042271,0.000266
0.962500,0.312500,-0.005158,-0.029256,0.000186
0.987500,0.312500,-0.001332,-0.015036,0.000093
0.012500,0.337500,-0.001472,0.017302,-0.000271
0.037500,0.337500,-0.005668,0.034109,-0.000371
0.062500,0.337500,-0.012178,0.049310,-0.000457
0.087500,0.337500,-0.020616,0.062592,-0.000528
0.112500,0.337500,-0.030598,0.073727,-0.000584
0.137500,0.337500,-0.041746,0.082569,-0.000626
0.162500,0.337500,-0.053697,0.089044,-0.000654
0.187500,0.337500,-0.066109,0.093144,-0.000668
0.212500,0.337500,-0.078665,0.094921,-0.000670
0.237500,0.337500,-0.091076,0.094473,-0.000659
0.262500,0.337500,-0.103084,0.091937,-0.000638
0.287500,0.337500,-0.114463,0.087478,-0.000606
0.312500,0.337500,-0.125015,0.081280,-0.000565
0.337500,0.337500,-0.134575,0.073544,-0.000516
0.362500,0.337500,-0.143003,0.064473,-0.000459
0.387500,0.337500,-0.150185,0.054279,-0.000397
0.412500,0.337500,-0.156031,0.043168,-0.000330
0.437500,0.337500,-0.160472,0.031350,-0.000259
0.462500,0.337500,-0.163459,0.019029,-0.000185
0.487500,0.337500,-0.164958,0.006407,-0.000109
0.512500,0.337500,-0.164954,-0.006315,-0.000033
0.537500,0.337500,-0.163447,-0.018936,0.000042
0.562500,0.337500,-0.160452,-0.031255,0.000116
0.587500,0.337500,-0.156003,-0.043071,0.000187
0.612500,0.337500,-0.150148,-0.054179,0.000254
0.637500,0.337500,-0.142958,-0.064371,0.000317
0.662500,0.337500,-0.134522,-0.073439,0.000373
0.687500,0.337500,-0.124954,-0.081174,0.000422
0.712500,0.337500,-0.114393,-0.087371,0.000463
0.737500,0.337500,-0.103005,-0.091833,0.000494
0.762500,0.337500,-0.090989,-0.094375,0.000516
0.787500,0.337500,-0.078570,-0.094833,0.000526
0.812500,0.337500,-0.066008,-0.093074,0.000524
0.837500,0.337500,-0.053591,-0.089001,0.000509
0.862500,0.337500,-0.041638,-0.082566,0.000481
0.887500,0.337500,-0.030492,-0.073779,0.000439
0.912500,0.337500,-0.020517,-0.062717,0.000382
0.937500,0.337500,-0.012092,-0.049533,0.000311
0.962500,0.337500,-0.005606,-0.034461,0.000225
0.987500,0.337500,-0.001449,-0.017817,0.000123
0.012500,0.362500,-0.001600,0.020371,-0.000316
0.037500,0.362500,-0.006151,0.039783,-0.000425
0.062500,0.362500,-0.013192,0.057182,-0.000517
0.087500,0.362500,-0.022292,0.072253,-0.000593
0.112500,0.362500,-0.033021,0.084773,-0.000652
0.137500,0.362500,-0.044961,0.094608,-0.000695
0.162500,0.362500,-0.057713,0.101705,-0.000723
0.187500,0.362500,-0.070903,0.106083,-0.000736
0.212500,0.362500,-0.084193,0.107825,-0.000736
0.237500,0.362500,-0.097275,0.107062,-0.000722
0.262500,0.362500,-0.109881,0.103963,-0.000696
0.287500,0.362500,-0.121779,0.098729,-0.000660
0.312500,0.362500,-0.132772,0.091576,-0.000613
0.337500,0.362500,-0.142695,0.082733,-0.000558
0.362500,0.362500,-0.151416,0.072434,-0.000496
0.387500,0.362500,-0.158827,0.060913,-0.000427
0.412500,0.362500,-0.164846,0.048401,-0.000353
0.437500,0.362500,-0.169409,0.035125,-0.000275
0.462500,0.362500,-0.172473,0.021307,-0.000195
0.487500,0.362500,-0.174010,0.007167,-0.000113
0.512500,0.362500,-0.174004,-0.007081,-0.000030
0.537500,0.362500,-0.172457,-0.021221,0.000052
0.562500,0.362500,-0.169382,-0.035037,0.000133
0.587500,0.362500,-0.164808,-0.048311,0.000211
0.612500,0.362500,-0.158779,-0.060821,0.000285
0.637500,0.362500,-0.151356,-0.072339,0.000353
0.662500,0.362500,-0.142624,-0.082636,0.000415
0.687500,0.362500,-0.132689,-0.091477,0.000470
0.712500,0.362500,-0.121684,-0.098631,0.000516
0.737500,0.362500,-0.109775,-0.103868,0.000553
0.762500,0.362500,-0.097158,-0.106972,0.000578
0.787500,0.362500,-0.084066,-0.107746,0.000592
0.812500,0.362500,-0.070769,-0.106021,0.000592
0.837500,0.362500,-0.057573,-0.101668,0.000579
0.862500,0.362500,-0.044819,-0.094607,0.000550
0.887500,0.362500,-0.032882,-0.084823,0.000507
0.912500,0.362500,-0.022162,-0.072370,0.000447
0.937500,0.362500,-0.013082,-0.057388,0.000370
0.962500,0.362500,-0.006073,-0.040104,0.000277
0.987500,0.362500,-0.001571,-0.020837,0.000168
0.012500,0.387500,-0.001733,0.023701,-0.000378
0.037500,0.387500,-0.006654,0.045921,-0.000495
0.062500,0.387500,-0.014246,0.065673,-0.000593
0.087500,0.387500,-0.024026,0.082639,-0.000674
0.112500,0.387500,-0.035517,0.096604,-0.000736
0.137500,0.387500,-0.048254,0.107452,-0.000780
0.162500,0.387500,-0.061800,0.115156,-0.000808
0.187500,0.387500,-0.075751,0.119771,-0.000819
0.212500,0.387500,-0.089741,0.121416,-0.000815
0.237500,0.387500,-0.103450,0.120261,-0.000797
0.262500,0.387500,-0.116599,0.116519,-0.000766
0.287500,0.387500,-0.128953,0.110426,-0.000723
0.312500,0.387500,-0.140320,0.102238,-0.000670
0.337500,0.387500,-0.150539,0.092216,-0.000608
0.362500,0.387500,-0.159488,0.080623,-0.000539
0.387500,0.387500,-0.167068,0.067718,-0.000462
0.412500,0.387500,-0.173207,0.053756,-0.000381
0.437500,0.387500,-0.177852,0.038981,-0.000295
0.462500,0.387500,-0.180965,0.023632,-0.000207
0.487500,0.387500,-0.182524,0.007941,-0.000117
0.512500,0.387500,-0.182517,-0.007863,-0.000026
0.537500,0.387500,-0.180945,-0.023554,0.000064
0.562500,0.387500,-0.177819,-0.038902,0.000153
0.587500,0.387500,-0.173161,-0.053675,0.000238
0.612500,0.387500,-0.167008,-0.067636,0.000320
0.637500,0.387500,-0.159414,-0.080538,0.000396
0.662500,0.387500,-0.150451,-0.092129,0.000466
0.687500,0.387500,-0.140217,-0.102151,0.000527
0.712500,0.387500,-0.128837,-0.110340,0.000580
0.737500,0.387500,-0.116469,-0.116435,0.000622
0.762500,0.387500,-0.103307,-0.120183,0.000653
0.787500,0.387500,-0.089587,-0.121347,0.000671
0.812500,0.387500,-0.075587,-0.119718,0.000675
0.837500,0.387500,-0.061630,-0.115125,0.000663
0.862500,0.387500,-0.048082,-0.107453,0.000635
0.887500,0.387500,-0.035349,-0.096649,0.000590
0.912500,0.387500,-0.023871,-0.082743,0.000527
0.937500,0.387500,-0.014115,-0.065854,0.000446
0.962500,0.387500,-0.006562,-0.046201,0.000347
0.987500,0.387500,-0.001699,-0.024108,0.000229
0.012500,0.412500,-0.001873,0.027306,-0.000458
0.037500,0.412500,-0.007183,0.052543,-0.000583
0.062500,0.412500,-0.015349,0.074804,-0.000688
0.087500,0.412500,-0.025832,0.093768,-0.000773
0.112500,0.412500,-0.038098,0.109230,-0.000837
0.137500,0.412500,-0.051636,0.121098,-0.000882
0.162500,0.412500,-0.065963,0.129382,-0.000908
0.187500,0.412500,-0.080644,0.134176,-0.000916
0.212500,0.412500,-0.095290,0.135646,-0.000908
0.237500,0.412500,-0.109564,0.134013,-0.000885
0.262500,0.412500,-0.123184,0.129535,-0.000847
0.287500,0.412500,-0.135914,0.122495,-0.000797
0.312500,0.412500,-0.147567,0.113189,-0.000737
0.337500,0.412500,-0.157997,0.101915,-0.000666
0.362500,0.412500,-0.167090,0.088967,-0.000588
0.387500,0.412500,-0.174764,0.074631,-0.000503
0.412500,0.412500,-0.180959,0.059180,-0.000413
0.437500,0.412500,-0.185634,0.042879,-0.000318
0.462500,0.412500,-0.188762,0.025978,-0.000220
0.487500,0.412500,-0.190326,0.008721,-0.000121
0.512500,0.412500,-0.190318,-0.008654,-0.000021
0.537500,0.412500,-0.188739,-0.025911,0.000078
0.562500,0.412500,-0.185596,-0.042811,0.000175
0.587500,0.412500,-0.180906,-0.059111,0.000270
0.612500,0.412500,-0.174695,-0.074560,0.000360
0.637500,0.412500,-0.167004,-0.088895,0.000445
0.662500,0.412500,-0.157895,-0.101842,0.000524
0.687500,0.412500,-0.147449,-0.113116,0.000594
0.712500,0.412500,-0.135779,-0.122423,0.000654
0.737500,0.412500,-0.123034,-0.129465,0.000704
0.762500,0.412500,-0.109400,-0.133948,0.000741
0.787500,0.412500,-0.095112,-0.135589,0.000764
0.812500,0.412500,-0.080456,-0.134132,0.000772
0.837500,0.412500,-0.065768,-0.129357,0.000764
0.862500,0.412500,-0.051438,-0.121100,0.000737
0.887500,0.412500,-0.037906,-0.109269,0.000692
0.912500,0.412500,-0.025655,-0.093856,0.000626
0.937500,0.412500,-0.015200,-0.074956,0.000541
0.962500,0.412500,-0.007079,-0.052777,0.000435
0.987500,0.412500,-0.001835,-0.027643,0.000308
0.012500,0.437500,-0.002022,0.031199,-0.000557
0.037500,0.437500,-0.007741,0.059673,-0.000692
0.062500,0.437500,-0.016508,0.084602,-0.000803
0.087500,0.437500,-0.027718,0.105659,-0.000892
0.112500,0.437500,-0.040775,0.122659,-0.000959
0.137500,0.437500,-0.055110,0.135539,-0.001003
0.162500,0.437500,-0.070198,0.144354,-0.001027
0.187500,0.437500,-0.085567,0.149251,-0.001031
0.212500,0.437500,-0.100805,0.150453,-0.001017
0.237500,0.437500,-0.115565,0.148239,-0.000986
0.262500,0.437500,-0.129559,0.142923,-0.000941
0.287500,0.437500,-0.142560,0.134840,-0.000882
0.312500,0.437500,-0.154391,0.124331,-0.000812
0.337500,0.437500,-0.164922,0.111735,-0.000733
0.362500,0.437500,-0.174057,0.097378,-0.000644
0.387500,0.437500,-0.181732,0.081571,-0.000549
0.412500,0.437500,-0.187905,0.064610,-0.000449
0.437500,0.437500,-0.192548,0.046770,-0.000344
0.462500,0.437500,-0.195647,0.028316,-0.000236
0.487500,0.437500,-0.197194,0.009497,-0.000126
0.512500,0.437500,-0.197185,-0.009443,-0.000016
0.537500,0.437500,-0.195621,-0.028262,0.000093
0.562500,0.437500,-0.192505,-0.046716,0.000201
0.587500,0.437500,-0.187845,-0.064554,0.000306
0.612500,0.437500,-0.181655,-0.081515,0.000407
0.637500,0.437500,-0.173962,-0.097321,0.000502
0.662500,0.437500,-0.164809,-0.111677,0.000590
0.687500,0.437500,-0.154260,-0.124273,0.000669
0.712500,0.437500,-0.142411,-0.134783,0.000739
0.737500,0.437500,-0.129393,-0.142868,0.000798
0.762500,0.437500,-0.115382,-0.148189,0.000843
0.787500,0.437500,-0.100608,-0.150410,0.000873
0.812500,0.437500,-0.085359,-0.149218,0.000887
0.837500,0.437500,-0.069983,-0.144336,0.000882
0.862500,0.437500,-0.054893,-0.135542,0.000858
0.887500,0.437500,-0.040564,-0.122690,0.000813
0.912500,0.437500,-0.027524,-0.105729,0.000746
0.937500,0.437500,-0.016346,-0.084720,0.000656
0.962500,0.437500,-0.007628,-0.059855,0.000544
0.987500,0.437500,-0.001980,-0.031459,0.000408
0.012500,0.462500,-0.002181,0.035400,-0.000679
0.037500,0.462500,-0.008335,0.067342,-0.000823
0.062500,0.462500,-0.017734,0.095096,-0.000942
0.087500,0.462500,-0.029697,0.118335,-0.001034
0.112500,0.462500,-0.043556,0.136896,-0.001102
0.137500,0.462500,-0.058681,0.150760,-0.001145
0.162500,0.462500,-0.074495,0.160035,-0.001165
0.187500,0.462500,-0.090491,0.164935,-0.001163
0.212500,0.462500,-0.106237,0.165753,-0.001142
0.237500,0.462500,-0.121375,0.162837,-0.001103
0.262500,0.462500,-0.135621,0.156567,-0.001048
0.287500,0.462500,-0.148760,0.147337,-0.000979
0.312500,0.462500,-0.160632,0.135540,-0.000898
0.337500,0.462500,-0.171129,0.121556,-0.000807
0.362500,0.462500,-0.180179,0.105745,-0.000708
0.387500,0.462500,-0.187742,0.088444,-0.000601
0.412500,0.462500,-0.193795,0.069965,-0.000489
0.437500,0.462500,-0.198332,0.050598,-0.000372
0.462500,0.462500,-0.201352,0.030610,-0.000253
0.487500,0.462500,-0.202856,0.010257,-0.000132
0.512500,0.462500,-0.202847,-0.010217,-0.000010
0.537500,0.462500,-0.201324,-0.030571,0.000111
0.562500,0.462500,-0.198286,-0.050558,0.000230
0.587500,0.462500,-0.193731,-0.069925,0.000346
0.612500,0.462500,-0.187659,-0.088404,0.000458
0.637500,0.462500,-0.180077,-0.105704,0.000565
0.662500,0.462500,-0.171008,-0.121515,0.000664
0.687500,0.462500,-0.160491,-0.135499,0.000755
0.712500,0.462500,-0.148600,-0.147297,0.000836
0.737500,0.462500,-0.135443,-0.156529,0.000905
0.762500,0.462500,-0.121179,-0.162802,0.000959
0.787500,0.462500,-0.106026,-0.165723,0.000998
0.812500,0.462500,-0.090269,-0.164913,0.001019
0.837500,0.462500,-0.074265,-0.160023,0.001020
0.862500,0.462500,-0.058449,-0.150762,0.001000
0.887500,0.462500,-0.043332,-0.136918,0.000956
0.912500,0.462500,-0.029491,-0.118383,0.000888
0.937500,0.462500,-0.017562,-0.095177,0.000795
0.962500,0.462500,-0.008215,-0.067466,0.000675
0.987500,0.462500,-0.002137,-0.035577,0.000530
0.012500,0.487500,-0.002351,0.039930,-0.000826
0.037500,0.487500,-0.008971,0.075582,-0.000981
0.062500,0.487500,-0.019038,0.106318,-0.001106
0.087500,0.487500,-0.031781,0.131816,-0.001202
0.112500,0.487500,-0.046450,0.151941,-0.001269
0.137500,0.487500,-0.062344,0.166731,-0.001310
0.162500,0.487500,-0.078834,0.176366,-0.001324
0.187500,0.487500,-0.095375,0.181140,-0.001315
0.212500,0.487500,-0.111515,0.181432,-0.001285
0.237500,0.487500,-0.126893,0.177673,-0.001235
0.262500,0.487500,-0.141235,0.170320,-0.001169
0.287500,0.487500,-0.154344,0.159833,-0.001088
0.312500,0.487500,-0.166088,0.146661,-0.000994
0.337500,0.487500,-0.176386,0.131231,-0.000890
0.362500,0.487500,-0.185198,0.113935,-0.000778
0.387500,0.487500,-0.192512,0.095133,-0.000658
0.412500,0.487500,-0.198332,0.075153,-0.000533
0.437500,0.487500,-0.202673,0.054291,-0.000404
0.462500,0.487500,-0.205552,0.032818,-0.000272
0.487500,0.487500,-0.206983,0.010987,-0.000138
0.512500,0.487500,-0.206974,-0.010963,-0.000004
0.537500,0.487500,-0.205524,-0.032794,0.000129
0.562500,0.487500,-0.202626,-0.054267,0.000261
0.587500,0.487500,-0.198265,-0.075129,0.000391
0.612500,0.487500,-0.192425,-0.095109,0.000515
0.637500,0.487500,-0.185092,-0.113911,0.000635
0.662500,0.487500,-0.176260,-0.131208,0.000748
0.687500,0.487500,-0.165942,-0.146639,0.000851
0.712500,0.487500,-0.154178,-0.159811,0.000945
0.737500,0.487500,-0.141050,-0.170299,0.001026
0.762500,0.487500,-0.126690,-0.177655,0.001092
0.787500,0.487500,-0.111296,-0.181417,0.001141
0.812500,0.487500,-0.095144,-0.181129,0.001171
0.837500,0.487500,-0.078595,-0.176360,0.001180
0.862500,0.487500,-0.062104,-0.166733,0.001165
0.887500,0.487500,-0.046218,-0.151954,0.001124
0.912500,0.487500,-0.031568,-0.131841,0.001056
0.937500,0.487500,-0.018860,-0.106361,0.000959
0.962500,0.487500,-0.008847,-0.075646,0.000833
0.987500,0.487500,-0.002306,-0.040021,0.000677
0.012500,0.512500,-0.002536,0.044815,-0.001002
0.037500,0.512500,-0.009656,0.084433,-0.001167
0.062500,0.512500,-0.020431,0.118306,-0.001299
0.087500,0.512500,-0.033983,0.146120,-0.001398
0.112500,0.512500,-0.049465,0.167786,-0.001464
0.137500,0.512500,-0.066096,0.183411,-0.001500
0.162500,0.512500,-0.083188,0.193267,-0.001508
0.187500,0.512500,-0.100161,0.197752,-0.001489
0.212500,0.512500,-0.116546,0.197346,-0.001447
0.237500,0.512500,-0.131987,0.192580,-0.001385
0.262500,0.512500,-0.146228,0.183998,-0.001304
0.287500,0.512500,-0.159102,0.172138,-0.001209
0.312500,0.512500,-0.170509,0.157509,-0.001101
0.337500,0.512500,-0.180410,0.140583,-0.000982
0.362500,0.512500,-0.188800,0.121787,-0.000855
0.387500,0.512500,-0.195703,0.101500,-0.000721
0.412500,0.512500,-0.201155,0.080061,-0.000582
0.437500,0.512500,-0.205197,0.057769,-0.000438
0.462500,0.512500,-0.207866,0.034891,-0.000293
0.487500,0.512500,-0.209188,0.011670,-0.000145
0.512500,0.512500,-0.209179,-0.011663,0.000003
0.537500,0.512500,-0.207837,-0.034883,0.000150
0.562500,0.512500,-0.205150,-0.057762,0.000296
0.587500,0.512500,-0.201088,-0.080055,0.000439
0.612500,0.512500,-0.195616,-0.101494,0.000578
0.637500,0.512500,-0.188693,-0.121781,0.000712
0.662500,0.512500,-0.180283,-0.140579,0.000839
0.687500,0.512500,-0.170362,-0.157506,0.000958
0.712500,0.512500,-0.158934,-0.172135,0.001066
0.737500,0.512500,-0.146042,-0.183996,0.001161
0.762500,0.512500,-0.131782,-0.192579,0.001241
0.787500,0.512500,-0.116325,-0.197346,0.001304
0.812500,0.512500,-0.099927,-0.197752,0.001345
0.837500,0.512500,-0.082947,-0.193268,0.001364
0.862500,0.512500,-0.065854,-0.183412,0.001356
0.887500,0.512500,-0.049230,-0.167788,0.001319
0.912500,0.512500,-0.033768,-0.146122,0.001252
0.937500,0.512500,-0.020251,-0.118308,0.001153
0.962500,0.512500,-0.009531,-0.084436,0.001020
0.987500,0.512500,-0.002490,-0.044818,0.000854
0.012500,0.537500,-0.002738,0.050088,-0.001211
0.037500,0.537500,-0.010402,0.093941,-0.001387
0.062500,0.537500,-0.021931,0.131099,-0.001526
0.087500,0.537500,-0.036320,0.161265,-0.001626
0.112500,0.537500,-0.052608,0.184409,-0.001690
0.137500,0.537500,-0.069924,0.200734,-0.001719
0.162500,0.537500,-0.087516,0.210628,-0.001717
0.187500,0.537500,-0.104769,0.214616,-0.001686
0.212500,0.537500,-0.121208,0.213305,-0.001630
0.237500,0.537500,-0.136488,0.207342,-0.001552
0.262500,0.537500,-0.150384,0.197374,-0.001455
0.287500,0.537500,-0.162769,0.184021,-0.001343
0.312500,0.537500,-0.173591,0.167858,-0.001218
0.337500,0.537500,-0.182857,0.149403,-0.001083
0.362500,0.537500,-0.190610,0.129113,-0.000939
0.387500,0.537500,-0.196915,0.107385,-0.000789
0.412500,0.537500,-0.201844,0.084562,-0.000634
0.437500,0.537500,-0.205468,0.060938,-0.000476
0.462500,0.537500,-0.207845,0.036771,-0.000315
0.487500,0.537500,-0.209018,0.012289,-0.000153
0.512500,0.537500,-0.209009,-0.012297,0.000010
0.537500,0.537500,-0.207817,-0.036779,0.000172
0.562500,0.537500,-0.205421,-0.060947,0.000333
0.587500,0.537500,-0.201778,-0.084571,0.000492
0.612500,0.537500,-0.196829,-0.107396,0.000646
0.637500,0.537500,-0.190505,-0.129125,0.000796
0.662500,0.537500,-0.182732,-0.149417,0.000940
0.687500,0.537500,-0.173446,-0.167873,0.001075
0.712500,0.537500,-0.162604,-0.184037,0.001200
0.737500,0.537500,-0.150201,-0.197391,0.001312
0.762500,0.537500,-0.136287,-0.207358,0.001409
0.787500,0.537500,-0.120991,-0.213320,0.001487
0.812500,0.537500,-0.104540,-0.214628,0.001543
0.837500,0.537500,-0.087279,-0.210636,0.001573
0.862500,0.537500,-0.069685,-0.200735,0.001575
0.887500,0.537500,-0.052377,-0.184401,0.001545
0.912500,0.537500,-0.036107,-0.161244,0.001481
0.937500,0.537500,-0.021753,-0.131062,0.001380
0.962500,0.537500,-0.010278,-0.093882,0.001240
0.987500,0.537500,-0.002693,-0.050002,0.001063
0.012500,0.562500,-0.002962,0.055786,-0.001457
0.037500,0.562500,-0.011220,0.104160,-0.001646
0.062500,0.562500,-0.023556,0.144743,-0.001790
0.087500,0.562500,-0.038810,0.177263,-0.001891
0.112500,0.562500,-0.055886,0.201774,-0.001950
0.137500,0.562500,-0.073809,0.218607,-0.001970
0.162500,0.562500,-0.091761,0.228299,-0.001955
0.187500,0.562500,-0.109097,0.231533,-0.001908
0.212500,0.562500,-0.125341,0.229071,-0.001835
0.237500,0.562500,-0.140179,0.221696,-0.001738
0.262500,0.562500,-0.153430,0.210169,-0.001622
0.287500,0.562500,-0.165021,0.195204,-0.001490
0.312500,0.562500,-0.174962,0.177441,-0.001345
0.337500,0.562500,-0.183317,0.157443,-0.001191
0.362500,0.562500,-0.190184,0.135695,-0.001029
0.387500,0.562500,-0.195676,0.112603,-0.000862
0.412500,0.562500,-0.199907,0.088507,-0.000690
0.437500,0.562500,-0.202979,0.063691,-0.000515
0.462500,0.562500,-0.204976,0.038394,-0.000338
0.487500,0.562500,-0.205954,0.012820,-0.000160
0.512500,0.562500,-0.205946,-0.012843,0.000018
0.537500,0.562500,-0.204949,-0.038418,0.000196
0.562500,0.562500,-0.202935,-0.063716,0.000373
0.587500,0.562500,-0.199844,-0.088533,0.000548
0.612500,0.562500,-0.195595,-0.112630,0.000719
0.637500,0.562500,-0.190084,-0.135724,0.000887
0.662500,0.562500,-0.183198,-0.157475,0.001049
0.687500,0.562500,-0.174824,-0.177474,0.001203
0.712500,0.562500,-0.164865,-0.195238,0.001347
0.737500,0.562500,-0.153255,-0.210203,0.001479
0.762500,0.562500,-0.139987,-0.221728,0.001595
0.787500,0.562500,-0.125134,-0.229101,0.001692
0.812500,0.562500,-0.108877,-0.231557,0.001765
0.837500,0.562500,-0.091534,-0.228313,0.001812
0.862500,0.562500,-0.073580,-0.218608,0.001827
0.887500,0.562500,-0.055664,-0.201757,0.001806
0.912500,0.562500,-0.038606,-0.177219,0.001746
0.937500,0.562500,-0.023385,-0.144666,0.001645
0.962500,0.562500,-0.011101,-0.104041,0.001499
0.987500,0.562500,-0.002918,-0.055614,0.001310
0.012500,0.587500,-0.003213,0.061960,-0.001746
0.037500,0.587500,-0.012129,0.115157,-0.001948
0.062500,0.587500,-0.025334,0.159285,-0.002098
0.087500,0.587500,-0.041478,0.194116,-0.002198
0.112500,0.587500,-0.059305,0.219822,-0.002250
0.137500,0.587500,-0.077722,0.236898,-0.002257
0.162500,0.587500,-0.095843,0.246079,-0.002225
0.187500,0.587500,-0.113000,0.248245,-0.002158
0.212500,0.587500,-0.128738,0.244342,-0.002062
0.237500,0.587500,-0.142785,0.235312,-0.001943
0.262500,0.587500,-0.155026,0.222047,-0.001804
0.287500,0.587500,-0.165462,0.205355,-0.001649
0.312500,0.587500,-0.174175,0.185946,-0.001483
0.337500,0.587500,-0.181301,0.164422,-0.001308
0.362500,0.587500,-0.187001,0.141286,-0.001126
0.387500,0.587500,-0.191442,0.116948,-0.000939
0.412500,0.587500,-0.194782,0.091736,-0.000749
0.437500,0.587500,-0.197156,0.065913,-0.000557
0.462500,0.587500,-0.198674,0.039690,-0.000363
0.487500,0.587500,-0.199410,0.013242,-0.000169
0.512500,0.587500,-0.199402,-0.013279,0.000026
0.537500,0.587500,-0.198650,-0.039728,0.000221
0.562500,0.587500,-0.197115,-0.065952,0.000414
0.587500,0.587500,-0.194724,-0.091777,0.000607
0.612500,0.587500,-0.191367,-0.116991,0.000797
0.637500,0.587500,-0.186909,-0.141332,0.000983
0.662500,0.587500,-0.181191,-0.164470,0.001165
0.687500,0.587500,-0.174048,-0.185995,0.001341
0.712500,0.587500,-0.165317,-0.205406,0.001507
0.737500,0.587500,-0.154864,-0.222098,0.001661
0.762500,0.587500,-0.142607,-0.235360,0.001800
0.787500,0.587500,-0.128545,-0.244386,0.001920
0.812500,0.587500,-0.112796,-0.248280,0.002016
0.837500,0.587500,-0.095631,-0.246101,0.002082
0.862500,0.587500,-0.077508,-0.236900,0.002114
0.887500,0.587500,-0.059097,-0.219796,0.002106
0.912500,0.587500,-0.041287,-0.194052,0.002054
0.937500,0.587500,-0.025174,-0.159172,0.001954
0.962500,0.587500,-0.012017,-0.114982,0.001803
0.987500,0.587500,-0.003172,-0.061706,0.001600
0.012500,0.612500,-0.003499,0.068671,-0.002086
0.037500,0.612500,-0.013151,0.127012,-0.002302
0.062500,0.612500,-0.027298,0.174780,-0.002457
0.087500,0.612500,-0.044352,0.211817,-0.002553
0.112500,0.612500,-0.062865,0.238459,-0.002593
0.137500,0.612500,-0.081614,0.255427,-0.002583
0.162500,0.612500,-0.099647,0.263704,-0.002529
0.187500,0.612500,-0.116289,0.264420,-0.002437
0.212500,0.612500,-0.131123,0.258740,-0.002314
0.237500,0.612500,-0.143952,0.247791,-0.002167
0.262500,0.612500,-0.154747,0.232605,-0.002001
0.287500,0.612500,-0.163602,0.214090,-0.001820
0.312500,0.612500,-0.170692,0.193016,-0.001629
0.337500,0.612500,-0.176233,0.170021,-0.001431
0.362500,0.612500,-0.180456,0.145614,-0.001227
0.387500,0.612500,-0.183586,0.120195,-0.001020
0.412500,0.612500,-0.185827,0.094072,-0.000810
0.437500,0.612500,-0.187350,0.067477,-0.000600
0.462500,0.612500,-0.188288,0.040584,-0.000388
0.487500,0.612500,-0.188730,0.013529,-0.000177
0.512500,0.612500,-0.188723,-0.013579,0.000035
0.537500,0.612500,-0.188266,-0.040635,0.000246
0.562500,0.612500,-0.187314,-0.067529,0.000457
0.587500,0.612500,-0.185776,-0.094126,0.000668
0.612500,0.612500,-0.183520,-0.120252,0.000877
0.637500,0.612500,-0.180374,-0.145673,0.001085
0.662500,0.612500,-0.176136,-0.170083,0.001288
0.687500,0.612500,-0.170579,-0.193081,0.001487
0.712500,0.612500,-0.163474,-0.214156,0.001678
0.737500,0.612500,-0.154603,-0.232671,0.001859
0.762500,0.612500,-0.143794,-0.247855,0.002025
0.787500,0.612500,-0.130951,-0.258797,0.002172
0.812500,0.612500,-0.116106,-0.264466,0.002295
0.837500,0.612500,-0.099456,-0.263732,0.002386
0.862500,0.612500,-0.081422,-0.255429,0.002441
0.887500,0.612500,-0.062677,-0.238426,0.002450
0.912500,0.612500,-0.044178,-0.211735,0.002410
0.937500,0.612500,-0.027151,-0.174634,0.002314
0.962500,0.612500,-0.013048,-0.126784,0.002158
0.987500,0.612500,-0.003461,-0.068340,0.001941
0.012500,0.637500,-0.003829,0.075998,-0.002486
0.037500,0.637500,-0.014317,0.139824,-0.002717
0.062500,0.637500,-0.029490,0.191286,-0.002876
0.087500,0.637500,-0.047463,0.230338,-0.002964
0.112500,0.637500,-0.066559,0.257547,-0.002987
0.137500,0.637500,-0.085410,0.273939,-0.002953
0.162500,0.637500,-0.103008,0.280823,-0.002870
0.187500,0.637500,-0.118698,0.279634,-0.002747
0.212500,0.637500,-0.132136,0.271800,-0.002591
0.237500,0.637500,-0.143227,0.258653,-0.002411
0.262500,0.637500,-0.152061,0.241374,-0.002213
0.287500,0.637500,-0.158849,0.220966,-0.002002
0.312500,0.637500,-0.163871,0.198254,-0.001783
0.337500,0.637500,-0.167437,0.173892,-0.001559
0.362500,0.637500,-0.169852,0.148384,-0.001331
0.387500,0.637500,-0.171400,0.122107,-0.001102
0.412500,0.637500,-0.172329,0.095334,-0.000873
0.437500,0.637500,-0.172843,0.068255,-0.000643
0.462500,0.637500,-0.173097,0.041000,-0.000414
0.487500,0.637500,-0.173195,0.013656,-0.000185
0.512500,0.637500,-0.173189,-0.013716,0.000043
0.537500,0.637500,-0.173079,-0.041062,0.000272
0.562500,0.637500,-0.172813,-0.068318,0.000501
0.587500,0.637500,-0.172286,-0.095400,0.000731
0.612500,0.637500,-0.171344,-0.122176,0.000960
0.637500,0.637500,-0.169783,-0.148456,0.001189
0.662500,0.637500,-0.167355,-0.173967,0.001417
